Handle,Price,ImageSrc,Body,Vendor,Type,Tags,Color,VariantGrams,VariantInventoryTracker,VariantInventoryQty,ImageAltText,VariantImage,Style#,AVAILABLE_SIZES,SUGGESTED_PRICE,Category,Size,Weight,PieceCost,Size value,MSRP,front,back,FRONT FLAT,BACK FLAT,PRODUCT_MEASUREMENTS,DECORATION_SPEC_SHEET,barcode,Title,Hex,Style,Sorting helper,tag2
YCP80,5.58,https://cdnm.sanmar.com/imglib/mresjpg/YCP80_AthleticGold_Flat_Front_2009.jpg,It's no wonder this is one of our best-selling caps. <ul><li>Fabric: 100% cotton twill; 80/20 poly/cotton (Neons)</li><li>Structure: Structured</li><li>Profile: Mid</li><li>Closure: Hook and loop</li></ul>,Port & Company,0,"Youth,Caps",Athletic Gold,0.15,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/YCP80_AthleticGold_Flat_Front_2009.jpg,YCP80, ,5.58,0,OSFA,0,3.79,3,5.58,https://cdnm.sanmar.com/imglib/mresjpg/2015/f16/YCP80_lime_front.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2015/f15/YCP80_lime_back.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2015/f16/YCP80_lime_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2015/f15/YCP80_lime_back.jpg ,YCP80_productmeasurement.pdf,https://www.sanmar.com/p/2848/decorationSpecSheet,1.91E+11,Port & Company®Youth Six-Panel Twill Cap.  YCP80,0,YCP80,YCP80Athletic Gold3,
PC90YZH,27,https://cdnm.sanmar.com/imglib/mresjpg/PC90YZH_AthltcHthr_Model_Front_011111.jpg,"Cozy sweats in our core weight. <UL ><LI> 7.8-ounce, 50/50 cotton/poly fleece </LI><li>Air jet yarn for softness</li><li>No drawcord at hood</li><li>YKK metal zipper</li><li>Front pockets</li><li>Removable tag for comfort and relabeling</li></UL><p></p>",Port & Company,0,"Youth,Sweatshirts,Full Zip Hoodie",Athletic Heather,0.64,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/PC90YZH_AthltcHthr_Model_Front_011111.jpg,PC90YZH,Youth Sizes:  XS-XL,27,0,XS,0,15.5,1,27,https://cdnm.sanmar.com/imglib/mresjpg/2015/f3/PC90YZH_Red_Model_Front_011111.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2015/f3/PC90YZH_red_model_back_112011.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2015/f3/PC90YZH_Red_Flat_Front_2009.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2015/f3/PC90YZH_Red_Flat_Back_2009.jpg ,PC90YZH_productmeasurement.pdf,https://www.sanmar.com/p/3148/decorationSpecSheet,1.91E+11,Port & Company® - Youth Core Fleece Full-Zip Hooded Sweatshirt.  PC90YZH,0,PC90YZH,PC90YZHAthletic Heather1,
YSTC10,9.98,https://cdnm.sanmar.com/imglib/mresjpg/2012/f13/STC10_Black_Flat_Front_2010.jpg,All the Dry Zone<sup>&#174;</sup> moisture-wicking performance you love in Sport-Tek<sup>&#174;</sup> apparel&#151;in caps designed for adults and youth. <ul><li>Fabric: 91/9 nylon/cotton twill</li><li>Structure: Structured</li><li>Profile: Mid</li><li>Closure: Hook and loop</li></ul>,Sport-Tek,0,"Youth,Caps",Black,0.23,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2012/f13/STC10_Black_Flat_Front_2010.jpg,YSTC10, ,9.98,0,OSFA,0,5.99,3,9.98,https://cdnm.sanmar.com/imglib/mresjpg/2012/f13/STC10_TrueRoyal_Flat_Front_2010.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2012/f13/STC10_TrueRoyal_Flat_Front_2010.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2012/f13/STC10_TrueRoyal_Flat_Front_2010.jpg ,  ,YSTC10_productmeasurement.pdf,https://www.sanmar.com/p/3345/decorationSpecSheet,1.91E+11,Sport-Tek® Youth Dry Zone® Nylon Cap. YSTC10,0,YSTC10,YSTC10Black3,
YST73,29.98,https://cdnm.sanmar.com/imglib/mresjpg/2021/f8/YST73_black_model_front.jpg,"A hit on or off the field, this water-repellent jacket is comfortable, stylish and quiet. Available for adults and youth, this favorite has a sporty three-panel hood and raglan sleeves. It also offers an unrestrictive fit and provide lightweight weather protection.  <ul><li> 100% polyester shell </li><li> 100% polyester jersey lining with mesh insets at gussets for added breathability </li><li> Front slash pockets </li><li> Articulated elbows for greater mobility </li><li> Half elastic, half self-fabric cuffs for comfort </li><li> Elastic back hem</li><li>Decoration access pocket</li><li>No drawcord at hood</li></ul><p>*<em>Please note: This product is transitioning from woven labels to tag-free labels. Your order may contain a combination of both labels</em></p>",Sport-Tek,0,"Youth,Outerwear,Activewear",Black,0.53,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2021/f8/YST73_black_model_front.jpg,YST73,Youth Sizes: XS-XL,29.98,0,XS,0,18.99,1,29.98,https://cdnm.sanmar.com/imglib/mresjpg/2021/f8/YST73_truenavy_model_front.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2021/f8/YST73_truenavy_model_back.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2015/f23/YST73_truenavy_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2015/f8/YST73_truenavy_flat_back.jpg ,YST73_productmeasurement.pdf,https://www.sanmar.com/p/3340/decorationSpecSheet,1.91E+11,Sport-Tek® Youth Hooded Raglan Jacket. YST73,0,YST73,YST73Black1,
YPST74,25.98,https://cdnm.sanmar.com/imglib/mresjpg/YPST74_Black_Model_Front.jpg,"Whether worn alone or with a Sport-Tek wind shirt, these water-repellent pants provide lightweight protection. <ul><li> 100% polyester</li><li> 100% polyester mesh lining above knees, poly lining below for easy on/off</li><li>Elastic waistband with drawcord</li><li> Side pockets</li><li> Back pocket with hook and loop closure</li><li> Extended leg zippers</li></ul><p>*<em>Please note: This product is transitioning from woven labels to tag-free labels. Your order may contain a combination of both labels</em></p>",Sport-Tek,0,"Youth,Pants",Black,0.44,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/YPST74_Black_Model_Front.jpg,YPST74,Youth Sizes: XS-XL,25.98,0,XS,0,14.99,1,25.98,https://cdnm.sanmar.com/imglib/mresjpg/YPST74_TrueNavy_Model_Front.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2019/f4/YPST74_truenavy_model_back_032018.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2015/f8/YPST74_truenavy_form_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2015/f8/YPST74_truenavy_form_back.jpg ,YPST74_productmeasurement.pdf,https://www.sanmar.com/p/3342/decorationSpecSheet,1.91E+11,Sport-Tek® Youth Wind Pant. YPST74,0,YPST74,YPST74Black1,
YST60,27.98,https://cdnm.sanmar.com/imglib/mresjpg/2016/f18/YST60_blacktruered_model_front_102016.jpg,"A lightweight top layer, this water-repellent jacket takes on unpredictable weather with athletic colorblocking, superb functionality and exceptional breathability. <ul><li> 100% polyester shell </li><li> 100% polyester jersey lining with mesh insets at gussets for added breathability </li><li> Articulated elbows for greater mobility </li><li> Half elastic, half self-fabric cuffs for comfort </li><li> Side pockets </li><li>Decoration access pocket</li><li>Elastic back hem</li><li>No drawcord</li></ul><p>*<em>Please note: This product is transitioning from woven labels to tag-free labels. Your order may contain a combination of both labels</em></p>",Sport-Tek,0,"Youth,Outerwear,Activewear",Black/ True Red,0.48,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2016/f18/YST60_blacktruered_model_front_102016.jpg,YST60,Youth Sizes: XS-XL,27.98,0,XS,0,17.99,1,27.98,https://cdnm.sanmar.com/imglib/mresjpg/2016/f18/YST60_trueredwhite_model_front_102016.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2016/f18/YST60_trueredwhite_model_front_102016.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2016/f18/YST60_trueredwhite_model_front_102016.jpg, ,YST60_productmeasurement.pdf,https://www.sanmar.com/p/3809/decorationSpecSheet,1.91E+11,Sport-Tek® Youth Colorblock Raglan Jacket. YST60,0,YST60,YST60Black/ True Red1,
YST90,31.98,https://cdnm.sanmar.com/imglib/mresjpg/2016/f17/YST90_black_model_front_102016.jpg,"With an active team, you need track gear that can keep up. Made from comfortable tricot, the relaxed styling of our coordinating jackets and pants allow ample room for easy movement, while the athletic-inspired styling ensures your logo stands out. <ul><li> 100% polyester tricot </li><li> Tag-free label</li><li> Soft-brushed backing </li><li> Flatlock stitching throughout </li><li> Cadet collar </li><li>Reverse coil zipper</li><li>Raglan sleeves</li><li> Side zippered pockets </li><li>No drawcord and toggle at hem</li></ul><p>*<em>Please note: This product is transitioning from woven labels to tag-free labels. Your order may contain a combination of both labels</em></p>",Sport-Tek,0,"Youth,Outerwear,Activewear",Black/ Black,0.59,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2016/f17/YST90_black_model_front_102016.jpg,YST90,Youth Sizes: XS-XL,31.98,0,XS,0,19.99,1,31.98,https://cdnm.sanmar.com/imglib/mresjpg/2016/f17/YST90_trueredwhite_model_front_102016.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2016/f17/YST90_trueredwhite_model_front_102016.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2016/f17/YST90_trueredwhite_model_front_102016.jpg, ,YST90_productmeasurement.pdf,https://www.sanmar.com/p/3810/decorationSpecSheet,1.91E+11,Sport-Tek® Youth Tricot Track Jacket. YST90,0,YST90,YST90Black/ Black1,
PC54Y,5.2,https://cdnm.sanmar.com/imglib/mresjpg/2016/f18/PC54Y_ash_model_front_102016.jpg,"An indispensable t-shirt in our classic silhouette&mdash;with a very friendly price.<ul><li> 5.4-ounce, 100% cotton</li><li>98/2 cotton/poly (Ash)</li><LI>90/10 cotton/poly (Athletic Heather)</li><li>50/50 cotton/poly (Dark Heather Grey, Graphite Heather, Heather Navy, Heather Purple, Heather Red, Heather Royal, Neon Blue, Neon Green, Neon Orange, Neon Pink, Neon Yellow)</li><li>Removable tag for comfort and relabeling</li></ul><p>Due to the nature of 50/50 cotton/polyester neon fabrics, special care must be taken throughout the printing process.</p>",Port & Company,0,"Youth,T-Shirts",Ash,0.2,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2016/f18/PC54Y_ash_model_front_102016.jpg,PC54Y,Youth Sizes: XS-XL,5.2,0,XS,0,3.6,1,5.2,https://cdnm.sanmar.com/imglib/mresjpg/2016/f18/PC54Y_cardinal_model_front_102016.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2016/f18/PC54Y_cardinal_model_back_102016.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2013/f1/PC54Y_Cardinal_Flat_Front_2012.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2012/f9/PC54Y_Cardinal_Flat_Back_2012.jpg ,PC54Y_productmeasurement.pdf,https://www.sanmar.com/p/3986/decorationSpecSheet,1.91E+11,Port & Company® - Youth Core Cotton Tee. PC54Y,0,PC54Y,PC54YAsh1,
YT555,18.98,https://cdnm.sanmar.com/imglib/mresjpg/2021/f6/YT555_black_model_front.jpg,"This reversible, moisture-wicking, breathable essential has piping on shoulders and side panels. PosiCharge technology keeps colors vibrant.  <ul> <li>3.2-ounce, 100% polyester mesh with PosiCharge technology</li>  <li>White mesh reverse with colored piping</li>  <li>Rib knit neck</li>    <li>Double-layer construction with open, individually hemmed layers for easy decoration</li>  </ul><p><i>If applying sublimation, special care must be taken throughout the process. Contact your decorator for more details.</i></p>",Sport-Tek,0,"Youth,Activewear,T-Shirts",Black,0.31,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2021/f6/YT555_black_model_front.jpg,YT555,Youth Sizes: XS-XL,18.98,0,XS,0,11.49,1,18.98,https://cdnm.sanmar.com/imglib/mresjpg/2021/f6/YT555_trueroyal_model_front.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2021/f6/YT555_trueroyal_model_back.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2015/f9/YT555_trueroyal_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2015/f9/YT555_trueroyal_flat_back.jpg ,YT555_productmeasurement.pdf,https://www.sanmar.com/p/4324/decorationSpecSheet,1.91E+11,Sport-Tek® Youth PosiCharge® Mesh Reversible Sleeveless Tee. YT555,0,YT555,YT555Black1,
YT565,16.98,https://cdnm.sanmar.com/imglib/mresjpg/2017/f8/YT565_black_model_front_032017.jpg,"A roomy reversible, moisture-wicking, breathable short that does double duty with spliced piping details. PosiCharge technology offers superior bleed resistance.  <ul><li>3.2-ounce, 100% polyester mesh with PosiCharge technology</li> <li>White mesh reverse with colored piping</li> <li>Double-layer construction with open, individually hemmed layers for easy decoration</li> <li>Elastic waistband</li><li>No drawcord</li> <li>9-inch inseam</li> </ul><p><i>If applying sublimation, special care must be taken throughout the process. Contact your decorator for more details.</i></p>",Sport-Tek,0,Shorts,Black,0.39,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2017/f8/YT565_black_model_front_032017.jpg,YT565,Youth Sizes: XS-XL,16.98,0,XS,0,10.49,1,16.98,https://cdnm.sanmar.com/imglib/mresjpg/2017/f8/YT565_trueroyal_model_front_032017.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2017/f8/YT565_trueroyal_model_back_032017.jpg,https://cdnm.sanmar.com/imglib/mresjpg/YT565_TrueRoyal_Form_Front_2011.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2015/f8/T565_trueroyal_form_back.jpg ,YT565_productmeasurement.pdf,https://www.sanmar.com/p/4323/decorationSpecSheet,1.91E+11,Sport-Tek® Youth PosiCharge® Mesh Reversible Spliced Short. YT565,0,YT565,YT565Black1,
YST355,8.98,https://cdnm.sanmar.com/imglib/mresjpg/YST355_Black_Model_Front_012711.jpg,"A lightweight, unlined, budget-friendly short that wicks away moisture to keep you comfortable. PosiCharge technology helps colors and logos stay vibrant longer.<ul><li> 3.8-ounce, 100% polyester interlock with PosiCharge technology</li><li> Removable tag for comfort and relabeling</li><li> Elastic waistband</li><li>No drawcord</li><li> 9-inch inseam</li></ul><p><i>If applying sublimation, special care must be taken throughout the process. Contact your decorator for more details.</i></p>",Sport-Tek,0,Shorts,Black,0.24,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/YST355_Black_Model_Front_012711.jpg,YST355,Youth Sizes: XS-XL,8.98,0,XS,0,5.49,1,8.98,https://cdnm.sanmar.com/imglib/mresjpg/YST355_Silver_Model_Front_012711.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2015/f8/YST355_silver_flat_back.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2015/f8/YST355_silver_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2015/f8/YST355_silver_flat_back.jpg ,YST355_productmeasurement.pdf,https://www.sanmar.com/p/4354/decorationSpecSheet,1.91E+11,Sport-Tek® Youth PosiCharge® Competitor Short. YST355,0,YST355,YST355Black1,
YST350,6.98,https://cdnm.sanmar.com/imglib/mresjpg/2014/f16/YST350_black_model_front_072014.jpg,"Lightweight, roomy and highly breathable, these moisture-wicking, value-priced tees feature PosiCharge technology to lock in color and prevent logos from fading.<ul><li> 3.8-ounce, 100% polyester interlock with PosiCharge technology</li><li> Removable tag for comfort and relabeling</li><li>Set-in sleeves</li></ul><p><i>Given the extreme heat required for sublimation, please consult with your decorator. It is highly recommended to sample test product by color before production.</i></p>",Sport-Tek,0,"Youth,Activewear,T-Shirts",Black,0.17,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2014/f16/YST350_black_model_front_072014.jpg,YST350,Youth Sizes: XS-XL,6.98,0,XS,0,4.49,1,6.98,https://cdnm.sanmar.com/imglib/mresjpg/2014/f16/YST350_trueroyal_model_front_072014.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2014/f16/YST350_trueroyal_model_back_072014.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2011/f6/YST350_TrueRoyal_Form_Front_2011.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2015/f9/YST350_trueroyal_form_back.jpg ,YST350_productmeasurement.pdf,https://www.sanmar.com/p/4351/decorationSpecSheet,1.91E+11,Sport-Tek® Youth PosiCharge® Competitor Tee. YST350,0,YST350,YST350Black1,
Y217,29.98,https://cdnm.sanmar.com/imglib/mresjpg/2011/f3/Y217_Black_Model_Front_040711.jpg,"This exceptionally soft, low-pill, midweight fleece jacket will keep you warm during everyday excursions and it's offered at an unbeatable price.  <ul><li>8.3-ounce, 100% polyester</li> <li> Twill-taped neck</li> <li> Reverse coil zipper</li> <li> Chin guard</li> <li> Bungee cord zipper pulls</li> <li> Front zippered pockets</li>  <li> Open cuffs</li> </ul>",Port Authority,0,"Youth,Outerwear,Sweatshirts",Black,0.7,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2011/f3/Y217_Black_Model_Front_040711.jpg,Y217,Youth Sizes: XS-XL,29.98,0,XS,0,18.99,1,29.98,https://cdnm.sanmar.com/imglib/mresjpg/2011/f3/Y217_TrueNavy_Model_Front_040711.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2021/f3/Y217_truenavy_model_back.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2011/f3/Y217_TrueNavy_Flat_Front_2011.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2011/f3/Y217_TrueNavy_Flat_Back_2011.jpg ,Y217_productmeasurement.pdf,https://www.sanmar.com/p/4519/decorationSpecSheet,1.91E+11,Port Authority® Youth Value Fleece Jacket. Y217,0,Y217,Y217Black1,
18500B,23.78,https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/18500B_Black_Flat_Front.jpg,"<ul><li> 8-ounce, 50/50 cotton/poly </li><li> Double-needle stitching at waistband and cuffs</li> <li> Double-lined hood</li> <li> No drawcord at hood</li>  <li> 1x1 rib knit cuffs and waistband with spandex</li> <li> Front pouch pocket </li><li>Recycled, high-performing black tear-away label</li></ul><p>Please note: This product is transitioning from tear-away labels to recycled, high-performing black tear-away labels. Your order may contain a combination of both labels.</p>",Gildan,0,"Youth,Sweatshirts",Black,0.67,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/18500B_Black_Flat_Front.jpg,18500B,Youth Sizes:XS-XL,23.78,0,XS,0,13.89,1,23.78,https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/18500B_Purple_Flat_Front.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/18500B_Purple_Flat_Back.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/18500B_Purple_Flat_Front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/18500B_Purple_Flat_Back.jpg ,18500B_productmeasurement.pdf,https://www.sanmar.com/p/4595/decorationSpecSheet,8.22E+11,Gildan® - Youth Heavy Blend Hooded Sweatshirt. 18500B,0,18500B,18500BBlack1,
PC099Y,8.98,https://cdnm.sanmar.com/imglib/mresjpg/2021/f17/PC099Y_bluemoon_model_front.jpg,"This tee is unique and incredibly soft with a worn-in, vintage look. <ul><li> 5.5-ounce, 100% garment-dyed ring spun cotton</li> <li> Double-needle seamless crewneck</li> <li> Taped neck and shoulders</li> <li> Double-needle sleeves and hem </li><li>The garment-dyeing process infuses each garment with unique character. Please allow for slight color variation in production and washing. Special consideration must also be taken when printing white ink on garment-dyed cotton.</li> </ul>",Port & Company,0,"Youth,T-Shirts",Blue Moon,0.24,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2021/f17/PC099Y_bluemoon_model_front.jpg,PC099Y,Youth Sizes: XS-XL,8.98,0,XS,0,5.49,1,8.98,https://cdnm.sanmar.com/imglib/mresjpg/2017/f21/PC099Y_black_model_front_112016.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2018/f11/PC099Y_black_model_back_082018.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2017/f21/PC099Y_black_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2017/f23/PC099Y_black_flat_back.jpg ,PC099Y_productmeasurement.pdf,https://www.sanmar.com/p/4665/decorationSpecSheet,1.91E+11,Port & Company® Youth Beach Wash® Garment-Dyed Tee. PC099Y,0,PC099Y,PC099YBlue Moon1,
PC147Y,10.98,https://cdnm.sanmar.com/imglib/mresjpg/2013/f4/PC147Y_Black_Model_FRONT_112112.jpg,"Colorfully cool, this groovy tee is a surefire way to stand out from the crowd. Starting with a prepared-for-dye blank (which has no optical brighteners or bleaches) and cotton thread ensures vibrant color and a standard fit. <ul><li> 5.4-ounce, 100% cotton</li></ul><p>The tie dye process infuses each garment with unique character. Please allow for slight color variation.</p>",Port & Company,0,"Youth,T-Shirts",Black,0.19,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2013/f4/PC147Y_Black_Model_FRONT_112112.jpg,PC147Y,Youth Sizes: XS-XL,10.98,0,XS,0,7.49,1,10.98,https://cdnm.sanmar.com/imglib/mresjpg/2013/f4/PC147Y_Royal_Model_FRONT_112112.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2013/f4/PC147Y_Royal_Model_BACK_112112.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2011/f2/PC147Y_Royal_Flat_Front_2011.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2011/f2/PC147Y_Royal_Flat_Back_2011.jpg ,PC147Y_productmeasurement.pdf,https://www.sanmar.com/p/4668/decorationSpecSheet,1.91E+11,Port & Company® - Youth Tie-Dye Tee. PC147Y,0,PC147Y,PC147YBlack1,
YST81,39.28,https://cdnm.sanmar.com/imglib/mresjpg/2011/f6/YST81_Black_Model_Front_111511.jpg,"Versatile and comfortable, this jacket has athletic colorblocking and includes a three-panel hood to shield you from unexpected wind and rain. <ul><li> 100% polyester shell</li> <li>8.8-ounce, 100% polyester microfleece lining for added warmth</li> <li> 100% polyester sleeve lining with 3-ounce, 100% polyester fill</li><Li>No drawcord at hood</li><li>Exposed molded zipper</li><li> Half elastic, half self-fabric cuffs for comfort </li> <li> Front zippered pockets </li><li>Decoration access pocket</li> <li> Elastic back hem</li></ul><p>*<em>Please note: This product is transitioning from woven labels to tag-free labels. Your order may contain a combination of both labels</em></p>",Sport-Tek,0,"Youth,Outerwear,Activewear",Black/ White,0.78,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2011/f6/YST81_Black_Model_Front_111511.jpg,YST81,Youth Sizes: XS-XL,39.28,0,XS,0,23.64,1,39.28,https://cdnm.sanmar.com/imglib/mresjpg/2011/f6/YST81_Black_Model_Front_111511.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2011/f6/YST81_Black_Model_Front_111511.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2011/f6/YST81_Black_Model_Front_111511.jpg, ,YST81_productmeasurement.pdf,https://www.sanmar.com/p/4716/decorationSpecSheet,1.91E+11,Sport-Tek® Youth Fleece-Lined Colorblock Jacket. YST81,0,YST81,YST81Black/ White1,
